time,phase,target_x,target_y,target_z,drone_x,drone_y,drone_z
6.939998,TAU,1306.861,6.461739,1155.06,1306.619,6.731333,1155.328
6.959998,TAU,1306.826,6.378922,1155.06,1306.652,6.731522,1155.307
6.979998,TAU,1306.826,6.378922,1155.06,1306.685,6.730742,1155.285
6.999998,TAU,1306.826,6.378922,1155.06,1306.716,6.728857,1155.264
7.019998,TAU,1306.791,6.296925,1155.06,1306.746,6.725979,1155.244
7.039998,TAU,1306.791,6.296925,1155.06,1306.773,6.7222,1155.224
7.059998,TAU,1306.755,6.215742,1155.06,1306.799,6.717353,1155.205
7.079998,TAU,1306.755,6.215742,1155.06,1306.823,6.711446,1155.187
7.099998,TAU,1306.755,6.215742,1155.06,1306.844,6.704309,1155.17
7.119998,TAU,1306.719,6.135371,1155.06,1306.864,6.695909,1155.154
7.139997,TAU,1306.719,6.135371,1155.06,1306.88,6.686201,1155.139
7.159997,TAU,1306.682,6.055807,1155.06,1306.895,6.675022,1155.125
7.179997,TAU,1306.682,6.055807,1155.06,1306.906,6.662337,1155.112
7.199997,TAU,1306.682,6.055807,1155.06,1306.916,6.648033,1155.101
7.219997,TAU,1306.645,5.977047,1155.06,1306.922,6.63202,1155.09
7.239997,TAU,1306.645,5.977047,1155.06,1306.927,6.614262,1155.08
7.259997,TAU,1306.608,5.899088,1155.06,1306.929,6.594635,1155.071
7.279997,TAU,1306.608,5.899088,1155.06,1306.929,6.573109,1155.064
7.299997,TAU,1306.608,5.899088,1155.06,1306.928,6.549746,1155.057
7.319997,TAU,1306.57,5.821926,1155.06,1306.925,6.524723,1155.052
7.339997,TAU,1306.57,5.821926,1155.06,1306.921,6.498232,1155.048
7.359997,TAU,1306.532,5.745556,1155.06,1306.915,6.470298,1155.044
7.379997,TAU,1306.532,5.745556,1155.06,1306.907,6.441097,1155.041
7.399997,TAU,1306.532,5.745556,1155.06,1306.898,6.410669,1155.039
7.419997,TAU,1306.493,5.669974,1155.06,1306.886,6.379165,1155.037
7.439997,TAU,1306.493,5.669974,1155.06,1306.874,6.346767,1155.036
7.459997,TAU,1306.454,5.595178,1155.06,1306.859,6.313501,1155.036
7.479997,TAU,1306.454,5.595178,1155.06,1306.843,6.279541,1155.036
7.499997,TAU,1306.454,5.595178,1155.06,1306.826,6.244898,1155.036
7.519997,TAU,1306.415,5.521162,1155.06,1306.807,6.209761,1155.037
7.539997,TAU,1306.415,5.521162,1155.06,1306.786,6.174351,1155.038
7.559998,TAU,1306.375,5.447924,1155.06,1306.764,6.138657,1155.04
7.579998,TAU,1306.375,5.447924,1155.06,1306.741,6.102898,1155.042
7.599998,TAU,1306.375,5.447924,1155.06,1306.717,6.067045,1155.045
7.619998,TAU,1306.336,5.375457,1155.06,1306.692,6.031324,1155.047
7.639997,TAU,1306.336,5.375457,1155.06,1306.667,5.99598,1155.05
7.659997,TAU,1306.295,5.303758,1155.06,1306.64,5.960932,1155.052
7.679997,TAU,1306.295,5.303758,1155.06,1306.614,5.926383,1155.055
7.699997,TAU,1306.295,5.303758,1155.06,1306.587,5.892203,1155.058
7.719997,TAU,1306.255,5.232822,1155.06,1306.56,5.858574,1155.061
7.739997,TAU,1306.255,5.232822,1155.06,1306.533,5.825684,1155.063
7.759997,TAU,1306.214,5.162648,1155.06,1306.507,5.793329,1155.065
7.779997,TAU,1306.214,5.162648,1155.06,1306.481,5.761628,1155.067
7.799997,TAU,1306.214,5.162648,1155.06,1306.455,5.730337,1155.069
7.819997,TAU,1306.173,5.093229,1155.06,1306.431,5.699556,1155.071
7.839997,TAU,1306.173,5.093229,1155.06,1306.407,5.669389,1155.072
7.859997,TAU,1306.132,5.02456,1155.06,1306.384,5.639544,1155.072
7.879997,TAU,1306.132,5.02456,1155.06,1306.362,5.610074,1155.073
7.899997,TAU,1306.132,5.02456,1155.06,1306.341,5.580683,1155.073
7.919997,TAU,1306.09,4.956639,1155.06,1306.322,5.551427,1155.072
7.939997,TAU,1306.09,4.956639,1155.06,1306.303,5.522389,1155.071
7.959997,TAU,1306.048,4.88946,1155.06,1306.286,5.493271,1155.07
7.979997,TAU,1306.048,4.88946,1155.06,1306.27,5.464141,1155.069
7.999997,TAU,1306.048,4.88946,1155.06,1306.255,5.434739,1155.067
8.019998,TAU,1306.006,4.823016,1155.06,1306.241,5.405178,1155.066
8.039997,TAU,1306.006,4.823016,1155.06,1306.228,5.375607,1155.064
8.059998,TAU,1305.964,4.757307,1155.06,1306.215,5.34582,1155.062
8.079997,TAU,1305.964,4.757307,1155.06,1306.204,5.31598,1155.06
8.099998,TAU,1305.964,4.757307,1155.06,1306.193,5.28593,1155.059
8.119997,TAU,1305.921,4.692327,1155.06,1306.183,5.255876,1155.057
8.139997,TAU,1305.921,4.692327,1155.06,1306.174,5.226044,1155.056
8.159997,TAU,1305.878,4.62807,1155.06,1306.164,5.196299,1155.055
8.179997,TAU,1305.878,4.62807,1155.06,1306.155,5.166839,1155.054
8.199997,TAU,1305.878,4.62807,1155.06,1306.146,5.137526,1155.054
8.219997,TAU,1305.835,4.564532,1155.06,1306.138,5.108541,1155.054
8.239997,TAU,1305.835,4.564532,1155.06,1306.129,5.080075,1155.054
8.259997,TAU,1305.792,4.50171,1155.06,1306.121,5.05195,1155.055
8.279997,TAU,1305.792,4.50171,1155.06,1306.112,5.024291,1155.055
8.299997,TAU,1305.792,4.50171,1155.06,1306.104,4.996903,1155.056
8.319997,TAU,1305.748,4.439597,1155.06,1306.095,4.969894,1155.057
8.339997,TAU,1305.748,4.439597,1155.06,1306.086,4.943379,1155.059
8.359997,TAU,1305.704,4.378189,1155.06,1306.076,4.917146,1155.06
8.379997,TAU,1305.704,4.378189,1155.06,1306.067,4.891275,1155.061
8.399997,TAU,1305.704,4.378189,1155.06,1306.057,4.865572,1155.063
8.419997,TAU,1305.661,4.317481,1155.06,1306.046,4.840123,1155.064
8.439997,TAU,1305.661,4.317481,1155.06,1306.036,4.815029,1155.066
8.459997,TAU,1305.617,4.257469,1155.06,1306.024,4.790101,1155.067
8.479997,TAU,1305.617,4.257469,1155.06,1306.012,4.765409,1155.069
8.499997,TAU,1305.617,4.257469,1155.06,1306,4.740774,1155.07
8.519997,TAU,1305.572,4.198148,1155.06,1305.986,4.716273,1155.072
8.539997,TAU,1305.572,4.198148,1155.06,1305.972,4.692002,1155.073
8.559997,TAU,1305.528,4.139513,1155.06,1305.958,4.667786,1155.074
8.579997,TAU,1305.528,4.139513,1155.06,1305.943,4.643696,1155.076
8.599997,TAU,1305.528,4.139513,1155.06,1305.927,4.619571,1155.077
8.619997,TAU,1305.484,4.08156,1155.06,1305.911,4.595494,1155.078
8.639997,TAU,1305.484,4.08156,1155.06,1305.893,4.571566,1155.078
8.659997,TAU,1305.439,4.024281,1155.06,1305.876,4.547629,1155.079
8.679996,TAU,1305.439,4.024281,1155.06,1305.858,4.523768,1155.079
8.699997,TAU,1305.439,4.024281,1155.06,1305.839,4.499846,1155.08
8.719996,TAU,1305.394,3.967675,1155.06,1305.82,4.476052,1155.08
8.739997,TAU,1305.394,3.967675,1155.06,1305.8,4.452542,1155.08
8.759997,TAU,1305.349,3.911736,1155.06,1305.78,4.429166,1155.079
8.779997,TAU,1305.349,3.911736,1155.06,1305.76,4.405893,1155.079
8.799997,TAU,1305.349,3.911736,1155.06,1305.74,4.382603,1155.078
8.819997,TAU,1305.304,3.856457,1155.06,1305.72,4.359393,1155.077
8.839997,TAU,1305.304,3.856457,1155.06,1305.7,4.33636,1155.076
8.859997,TAU,1305.259,3.801837,1155.06,1305.679,4.313321,1155.075
8.879997,TAU,1305.259,3.801837,1155.06,1305.659,4.290346,1155.074
8.899997,TAU,1305.259,3.801837,1155.06,1305.639,4.267256,1155.072
8.919997,TAU,1305.214,3.747868,1155.06,1305.619,4.244135,1155.07
8.939997,TAU,1305.214,3.747868,1155.06,1305.6,4.221089,1155.068
8.959997,TAU,1305.168,3.694544,1155.06,1305.58,4.197949,1155.067
8.979997,TAU,1305.168,3.694544,1155.06,1305.561,4.174803,1155.065
8.999997,TAU,1305.168,3.694544,1155.06,1305.542,4.15149,1155.063
9.019997,TAU,1305.123,3.641863,1155.06,1305.523,4.128108,1155.061
9.039997,TAU,1305.123,3.641863,1155.06,1305.504,4.10477,1155.059
9.059997,TAU,1305.077,3.58982,1155.06,1305.486,4.081317,1155.057
9.079997,TAU,1305.077,3.58982,1155.06,1305.468,4.057847,1155.055
9.099997,TAU,1305.077,3.58982,1155.06,1305.449,4.034223,1155.053
9.119997,TAU,1305.031,3.538409,1155.06,1305.431,4.01056,1155.052
9.139997,TAU,1305.031,3.538409,1155.06,1305.413,3.986988,1155.05
9.159997,TAU,1304.985,3.487624,1155.06,1305.395,3.963375,1155.049
9.179996,TAU,1304.985,3.487624,1155.06,1305.377,3.939839,1155.047
9.199997,TAU,1304.985,3.487624,1155.06,1305.359,3.916263,1155.047
9.219996,TAU,1304.94,3.437462,1155.06,1305.341,3.892774,1155.046
9.239997,TAU,1304.94,3.437462,1155.06,1305.323,3.869509,1155.045
9.259996,TAU,1304.894,3.387915,1155.06,1305.305,3.846347,1155.045
9.279997,TAU,1304.894,3.387915,1155.06,1305.287,3.823397,1155.044
9.299996,TAU,1304.894,3.387915,1155.06,1305.269,3.800538,1155.044
9.319997,TAU,1304.848,3.338982,1155.06,1305.251,3.777881,1155.044
9.339996,TAU,1304.848,3.338982,1155.06,1305.232,3.755549,1155.045
9.359997,TAU,1304.802,3.290656,1155.06,1305.214,3.733402,1155.045
9.379996,TAU,1304.802,3.290656,1155.06,1305.195,3.711532,1155.046
9.399997,TAU,1304.802,3.290656,1155.06,1305.177,3.689799,1155.046
9.419996,TAU,1304.755,3.242933,1155.06,1305.158,3.668288,1155.047
9.439997,TAU,1304.755,3.242933,1155.06,1305.14,3.647107,1155.048
9.459996,TAU,1304.709,3.195806,1155.06,1305.121,3.626103,1155.049
9.479997,TAU,1304.709,3.195806,1155.06,1305.102,3.605352,1155.05
9.499996,TAU,1304.709,3.195806,1155.06,1305.083,3.584706,1155.052
9.519997,TAU,1304.663,3.149271,1155.06,1305.065,3.564245,1155.053
9.539996,TAU,1304.663,3.149271,1155.06,1305.046,3.544066,1155.054
9.559997,TAU,1304.617,3.103324,1155.06,1305.028,3.524014,1155.055
9.579997,TAU,1304.617,3.103324,1155.06,1305.009,3.504164,1155.057
9.599997,TAU,1304.617,3.103324,1155.06,1304.991,3.484369,1155.058
9.619997,TAU,1304.571,3.057957,1155.06,1304.972,3.464709,1155.059
9.639997,TAU,1304.571,3.057957,1155.06,1304.954,3.445277,1155.06
9.659997,TAU,1304.524,3.01317,1155.06,1304.935,3.42593,1155.062
9.679996,TAU,1304.524,3.01317,1155.06,1304.917,3.406735,1155.063
9.699997,TAU,1304.524,3.01317,1155.06,1304.898,3.38755,1155.064
9.719996,TAU,1304.478,2.968953,1155.06,1304.879,3.368455,1155.064
9.739997,TAU,1304.478,2.968953,1155.06,1304.861,3.349538,1155.065
9.759996,TAU,1304.432,2.925305,1155.06,1304.842,3.330654,1155.066
9.779997,TAU,1304.432,2.925305,1155.06,1304.824,3.311873,1155.067
9.799996,TAU,1304.432,2.925305,1155.06,1304.805,3.293051,1155.067
9.819997,TAU,1304.385,2.882219,1155.06,1304.787,3.274266,1155.067
9.839996,TAU,1304.385,2.882219,1155.06,1304.768,3.255606,1155.068
9.859997,TAU,1304.339,2.839689,1155.06,1304.749,3.236932,1155.068
9.879996,TAU,1304.339,2.839689,1155.06,1304.731,3.218311,1155.067
9.899997,TAU,1304.339,2.839689,1155.06,1304.712,3.19961,1155.067
9.919996,TAU,1304.292,2.797713,1155.06,1304.693,3.180906,1155.067
9.939997,TAU,1304.292,2.797713,1155.06,1304.675,3.162288,1155.066
9.959996,TAU,1304.246,2.756284,1155.06,1304.656,3.143627,1155.066
9.979997,TAU,1304.246,2.756284,1155.06,1304.638,3.124999,1155.065
9.999996,TAU,1304.246,2.756284,1155.06,1304.619,3.106286,1155.064
10.02,TAU,1304.2,2.715398,1155.06,1304.601,3.087578,1155.063
10.04,TAU,1304.2,2.715398,1155.06,1304.582,3.068976,1155.063
10.06,TAU,1304.153,2.675049,1155.06,1304.564,3.050364,1155.062
10.08,TAU,1304.153,2.675049,1155.06,1304.546,3.031831,1155.061
10.1,TAU,1304.153,2.675049,1155.06,1304.528,3.013276,1155.06
10.12,TAU,1304.107,2.635233,1155.06,1304.51,2.994793,1155.059
10.14,TAU,1304.107,2.635233,1155.06,1304.492,2.976487,1155.058
10.16,TAU,1304.061,2.595945,1155.06,1304.474,2.958248,1155.058
10.18,TAU,1304.061,2.595945,1155.06,1304.457,2.940166,1155.057
10.2,TAU,1304.061,2.595945,1155.06,1304.439,2.922139,1155.056
10.22,TAU,1304.015,2.557179,1155.06,1304.422,2.904252,1155.056
10.24,TAU,1304.015,2.557179,1155.06,1304.404,2.8866,1155.055
10.26,TAU,1303.968,2.518932,1155.06,1304.387,2.869072,1155.055
10.28,TAU,1303.968,2.518932,1155.06,1304.37,2.851742,1155.055
10.3,TAU,1303.968,2.518932,1155.06,1304.352,2.834498,1155.054
10.32,TAU,1303.922,2.481198,1155.06,1304.335,2.817417,1155.054
10.34,TAU,1303.922,2.481198,1155.06,1304.318,2.800581,1155.054
10.36,TAU,1303.876,2.443972,1155.06,1304.3,2.783871,1155.055
10.38,TAU,1303.876,2.443972,1155.06,1304.283,2.767349,1155.055
10.4,TAU,1303.876,2.443972,1155.06,1304.266,2.750906,1155.055
10.42,TAU,1303.83,2.40725,1155.06,1304.248,2.734607,1155.056
10.44,TAU,1303.83,2.40725,1155.06,1304.231,2.71852,1155.056
10.46,TAU,1303.784,2.371027,1155.06,1304.213,2.702533,1155.057
10.48,TAU,1303.784,2.371027,1155.06,1304.195,2.6867,1155.057
10.5,TAU,1303.784,2.371027,1155.06,1304.177,2.670913,1155.058
10.52,TAU,1303.738,2.335297,1155.06,1304.159,2.655231,1155.058
10.54,TAU,1303.738,2.335297,1155.06,1304.141,2.639723,1155.059
10.56,TAU,1303.692,2.300056,1155.06,1304.123,2.624278,1155.06
10.58,TAU,1303.692,2.300056,1155.06,1304.104,2.608953,1155.061
10.6,TAU,1303.692,2.300056,1155.06,1304.086,2.593639,1155.061
10.62,TAU,1303.646,2.2653,1155.06,1304.067,2.578397,1155.062
10.64,TAU,1303.646,2.2653,1155.06,1304.049,2.563292,1155.063
10.66,TAU,1303.6,2.231024,1155.06,1304.03,2.548219,1155.064
10.68,TAU,1303.6,2.231024,1155.06,1304.011,2.533231,1155.064
10.7,TAU,1303.6,2.231024,1155.06,1303.992,2.518228,1155.065
10.72,TAU,1303.554,2.197222,1155.06,1303.973,2.503269,1155.065
10.74,TAU,1303.554,2.197222,1155.06,1303.954,2.488422,1155.066
10.76,TAU,1303.508,2.163891,1155.06,1303.935,2.473589,1155.066
10.78,TAU,1303.508,2.163891,1155.06,1303.916,2.458821,1155.067
10.8,TAU,1303.508,2.163891,1155.06,1303.897,2.444025,1155.067
10.82,TAU,1303.463,2.131025,1155.06,1303.878,2.429261,1155.067
10.84,TAU,1303.463,2.131025,1155.06,1303.859,2.414597,1155.067
10.86,TAU,1303.417,2.098619,1155.06,1303.84,2.399938,1155.067
10.88,TAU,1303.417,2.098619,1155.06,1303.821,2.38534,1155.067
10.9,TAU,1303.417,2.098619,1155.06,1303.802,2.370719,1155.067
10.92,TAU,1303.372,2.066669,1155.06,1303.783,2.356138,1155.067
10.94,TAU,1303.372,2.066669,1155.06,1303.764,2.341667,1155.066
10.96,TAU,1303.326,2.035172,1155.06,1303.745,2.327214,1155.066
10.98,TAU,1303.326,2.035172,1155.06,1303.726,2.312837,1155.065
11,TAU,1303.326,2.035172,1155.06,1303.707,2.298452,1155.065
11.02,TAU,1303.281,2.004121,1155.06,1303.688,2.284124,1155.064
11.04,TAU,1303.281,2.004121,1155.06,1303.669,2.269925,1155.064
11.06,TAU,1303.236,1.973512,1155.06,1303.65,2.255768,1155.063
11.08,TAU,1303.236,1.973512,1155.06,1303.631,2.241711,1155.062
11.1,TAU,1303.236,1.973512,1155.06,1303.612,2.227671,1155.061
11.12,TAU,1303.19,1.943341,1155.06,1303.593,2.213712,1155.061
11.14,TAU,1303.19,1.943341,1155.06,1303.574,2.199904,1155.06
11.16,TAU,1303.145,1.913602,1155.06,1303.555,2.186159,1155.059
11.18,TAU,1303.145,1.913602,1155.06,1303.537,2.172534,1155.058
11.2,TAU,1303.145,1.913602,1155.06,1303.518,2.158943,1155.058
11.22,TAU,1303.1,1.884293,1155.06,1303.499,2.14545,1155.057
11.24,TAU,1303.1,1.884293,1155.06,1303.481,2.132118,1155.056
11.26,TAU,1303.056,1.855408,1155.06,1303.462,2.118861,1155.056
11.28,TAU,1303.056,1.855408,1155.06,1303.444,2.105731,1155.055
11.3,TAU,1303.056,1.855408,1155.06,1303.425,2.092643,1155.055
11.32,TAU,1303.011,1.826942,1155.06,1303.407,2.079652,1155.054
11.34,TAU,1303.011,1.826942,1155.06,1303.388,2.06682,1155.054
11.36,TAU,1302.966,1.798891,1155.06,1303.37,2.054058,1155.053
11.38,TAU,1302.966,1.798891,1155.06,1303.352,2.041417,1155.053
11.4,TAU,1302.966,1.798891,1155.06,1303.333,2.028811,1155.053
11.42,TAU,1302.922,1.771251,1155.06,1303.315,2.01629,1155.053
11.44,TAU,1302.922,1.771251,1155.06,1303.297,2.003914,1155.053
11.46,TAU,1302.877,1.744017,1155.06,1303.279,1.991595,1155.053
11.48,TAU,1302.877,1.744017,1155.06,1303.261,1.979379,1155.053
11.5,TAU,1302.877,1.744017,1155.06,1303.243,1.967182,1155.053
11.52,TAU,1302.833,1.717185,1155.06,1303.225,1.955056,1155.053
11.54,TAU,1302.833,1.717185,1155.06,1303.207,1.943055,1155.054
11.56,TAU,1302.788,1.69075,1155.06,1303.189,1.931094,1155.054
11.58,TAU,1302.788,1.69075,1155.06,1303.171,1.919218,1155.054
11.6,TAU,1302.788,1.69075,1155.06,1303.153,1.907348,1155.055
11.62,TAU,1302.744,1.664709,1155.06,1303.135,1.895534,1155.055
11.64,TAU,1302.744,1.664709,1155.06,1303.117,1.88383,1155.056
11.66,TAU,1302.7,1.639056,1155.06,1303.099,1.872157,1155.056
11.68,TAU,1302.7,1.639056,1155.06,1303.082,1.860558,1155.057
11.7,TAU,1302.7,1.639056,1155.06,1303.064,1.84896,1155.057
11.72,TAU,1302.656,1.613787,1155.06,1303.046,1.837412,1155.058
11.74,TAU,1302.656,1.613787,1155.06,1303.028,1.825971,1155.058
11.76,TAU,1302.613,1.588899,1155.06,1303.011,1.814559,1155.059
11.78,TAU,1302.613,1.588899,1155.06,1302.993,1.803222,1155.059
11.8,TAU,1302.613,1.588899,1155.06,1302.975,1.791892,1155.06
11.82,TAU,1302.569,1.564387,1155.06,1302.958,1.78062,1155.06
11.84,TAU,1302.569,1.564387,1155.06,1302.94,1.769457,1155.061
11.86,TAU,1302.526,1.540246,1155.06,1302.923,1.758335,1155.061
11.88,TAU,1302.526,1.540246,1155.06,1302.905,1.747299,1155.061
11.9,TAU,1302.526,1.540246,1155.06,1302.888,1.736283,1155.062
11.92,TAU,1302.482,1.516473,1155.06,1302.87,1.725336,1155.062
11.94,TAU,1302.482,1.516473,1155.06,1302.853,1.71451,1155.062
11.96,TAU,1302.439,1.493063,1155.06,1302.836,1.703738,1155.063
11.98,TAU,1302.439,1.493063,1155.06,1302.818,1.693065,1155.063
12,TAU,1302.439,1.493063,1155.06,1302.801,1.682423,1155.063
12.02,TAU,1302.396,1.470013,1155.06,1302.784,1.671858,1155.063
12.04,TAU,1302.396,1.470013,1155.06,1302.766,1.661418,1155.063
12.06,TAU,1302.353,1.447317,1155.06,1302.749,1.651037,1155.063
12.08,TAU,1302.353,1.447317,1155.06,1302.732,1.640758,1155.063
12.1,TAU,1302.353,1.447317,1155.06,1302.715,1.630514,1155.063
12.12,TAU,1302.31,1.424973,1155.06,1302.698,1.620347,1155.063
12.14,TAU,1302.31,1.424973,1155.06,1302.68,1.610301,1155.063
12.16,TAU,1302.268,1.402975,1155.06,1302.663,1.600312,1155.063
12.18,TAU,1302.268,1.402975,1155.06,1302.646,1.590416,1155.063
12.2,TAU,1302.268,1.402975,1155.06,1302.629,1.580552,1155.063
12.22,TAU,1302.225,1.38132,1155.06,1302.611,1.570755,1155.063
12.24,TAU,1302.225,1.38132,1155.06,1302.594,1.561073,1155.063
12.26,TAU,1302.183,1.360005,1155.06,1302.577,1.55144,1155.063
12.28,TAU,1302.183,1.360005,1155.06,1302.56,1.541888,1155.062
12.3,TAU,1302.183,1.360005,1155.06,1302.543,1.532355,1155.062
12.32,TAU,1302.14,1.339024,1155.06,1302.525,1.522881,1155.062
12.34,TAU,1302.14,1.339024,1155.06,1302.508,1.513503,1155.062
12.36,TAU,1302.098,1.318373,1155.06,1302.491,1.504161,1155.062
12.38,TAU,1302.098,1.318373,1155.06,1302.474,1.494888,1155.062
12.4,TAU,1302.098,1.318373,1155.06,1302.457,1.485624,1155.062
12.42,TAU,1302.056,1.29805,1155.06,1302.439,1.476408,1155.061
12.44,TAU,1302.056,1.29805,1155.06,1302.422,1.467282,1155.061
12.46,TAU,1302.015,1.27805,1155.06,1302.405,1.458179,1155.061
12.48,TAU,1302.015,1.27805,1155.06,1302.388,1.449136,1155.061
12.5,TAU,1302.015,1.27805,1155.06,1302.37,1.440096,1155.061
12.52,TAU,1301.973,1.258369,1155.06,1302.353,1.431095,1155.061
12.54,TAU,1301.973,1.258369,1155.06,1302.336,1.422174,1155.061
12.56,TAU,1301.932,1.239003,1155.06,1302.319,1.413277,1155.061
12.58,TAU,1301.932,1.239003,1155.06,1302.302,1.404435,1155.06
12.6,TAU,1301.932,1.239003,1155.06,1302.284,1.395596,1155.06
12.62,TAU,1301.89,1.219949,1155.06,1302.267,1.386796,1155.06
12.64,TAU,1301.89,1.219949,1155.06,1302.25,1.378075,1155.06
12.66,TAU,1301.849,1.201203,1155.06,1302.233,1.36938,1155.06
12.68,TAU,1301.849,1.201203,1155.06,1302.216,1.360744,1155.06
12.7,TAU,1301.849,1.201203,1155.06,1302.198,1.352116,1155.06
12.72,TAU,1301.808,1.18276,1155.06,1302.181,1.343533,1155.06
12.74,TAU,1301.808,1.18276,1155.06,1302.164,1.335037,1155.06
12.76,TAU,1301.767,1.164618,1155.06,1302.147,1.326572,1155.06
12.78,TAU,1301.767,1.164618,1155.06,1302.13,1.318175,1155.06
12.8,TAU,1301.767,1.164618,1155.06,1302.112,1.309793,1155.06
12.82,TAU,1301.727,1.146772,1155.06,1302.095,1.301464,1155.06
12.84,TAU,1301.727,1.146772,1155.06,1302.078,1.293227,1155.06
12.86,TAU,1301.686,1.12922,1155.06,1302.061,1.285029,1155.06
12.88,TAU,1301.686,1.12922,1155.06,1302.044,1.276902,1155.06
12.9,TAU,1301.686,1.12922,1155.06,1302.027,1.268798,1155.06
12.92,TAU,1301.646,1.111956,1155.06,1302.01,1.260751,1155.06
12.94,TAU,1301.646,1.111956,1155.06,1301.992,1.252798,1155.06
12.96,TAU,1301.605,1.094977,1155.06,1301.975,1.244888,1155.06
12.98,TAU,1301.605,1.094977,1155.06,1301.958,1.23705,1155.06
13,TAU,1301.605,1.094977,1155.06,1301.942,1.229236,1155.06
13.02,TAU,1301.565,1.078281,1155.06,1301.925,1.221477,1155.06
13.04,TAU,1301.565,1.078281,1155.06,1301.908,1.213812,1155.06
13.06,TAU,1301.526,1.061863,1155.06,1301.891,1.206188,1155.06
13.08,TAU,1301.526,1.061863,1155.06,1301.874,1.198634,1155.059
13.1,TAU,1301.526,1.061863,1155.06,1301.858,1.1911,1155.059
13.12,TAU,1301.486,1.04572,1155.06,1301.841,1.183617,1155.059
13.14,TAU,1301.486,1.04572,1155.06,1301.824,1.176222,1155.059
13.16,TAU,1301.446,1.029848,1155.06,1301.808,1.168864,1155.059
13.18,TAU,1301.446,1.029848,1155.06,1301.791,1.161569,1155.059
13.2,TAU,1301.446,1.029848,1155.06,1301.775,1.15429,1155.059
13.22,TAU,1301.407,1.014244,1155.06,1301.759,1.147059,1155.059
13.24,TAU,1301.407,1.014244,1155.06,1301.742,1.13991,1155.058
13.26,TAU,1301.368,0.9989045,1155.06,1301.726,1.132792,1155.058
13.27999,TAU,1301.368,0.9989045,1155.06,1301.71,1.125733,1155.058
13.3,TAU,1301.368,0.9989045,1155.06,1301.694,1.118688,1155.058
13.31999,TAU,1301.329,0.9838259,1155.06,1301.678,1.111687,1155.058
13.34,TAU,1301.329,0.9838259,1155.06,1301.662,1.104762,1155.058
13.35999,TAU,1301.29,0.9690044,1155.06,1301.646,1.097867,1155.058
13.38,TAU,1301.29,0.9690044,1155.06,1301.63,1.091029,1155.058
13.39999,TAU,1301.29,0.9690044,1155.06,1301.614,1.084204,1155.058
13.42,TAU,1301.251,0.9544377,1155.06,1301.598,1.077423,1155.058
13.43999,TAU,1301.251,0.9544377,1155.06,1301.583,1.070717,1155.058
13.46,TAU,1301.213,0.9401217,1155.06,1301.567,1.064041,1155.058
13.47999,TAU,1301.213,0.9401217,1155.06,1301.551,1.057421,1155.058
13.5,TAU,1301.213,0.9401217,1155.06,1301.536,1.050817,1155.058
13.51999,TAU,1301.175,0.9260528,1155.06,1301.52,1.044256,1155.058
13.54,TAU,1301.175,0.9260528,1155.06,1301.505,1.037768,1155.058
13.56,TAU,1301.137,0.9122286,1155.06,1301.489,1.031314,1155.059
13.58,TAU,1301.137,0.9122286,1155.06,1301.474,1.024917,1155.059
13.6,TAU,1301.137,0.9122286,1155.06,1301.458,1.018538,1155.059
13.62,TAU,1301.099,0.8986454,1155.06,1301.443,1.012204,1155.059
13.64,TAU,1301.099,0.8986454,1155.06,1301.427,1.005943,1155.059
13.66,TAU,1301.061,0.8852994,1155.06,1301.412,0.9997144,1155.059
